Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
model.view.controller.Model,model,@ModelClass,model:class,setInputString,set:input:string,AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class,java.beans.PropertyChangeEvent,property:change:event,java.beans.PropertyChangeEvent,property:change:event,PropertyChangeEvent,property:change:event
model.view.controller.Model,model,@ModelClass,model:class,setInputString,set:input:string,AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class,java.beans.PropertyChangeSupport,property:change:support,java.beans.PropertyChangeSupport,property:change:support,firePropertyChange,fire:property:change
model.view.controller.Model,model,@ModelClass,model:class,findNewResult,find:new:result,AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class,String,string,java.lang.String,string,split,split
model.view.controller.Model,model,@ModelClass,model:class,findNewResult,find:new:result,AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class,mapper.factory.MapperFactory,mapper:factory,@MapperFactory,mapper:factory,map,map
model.view.controller.Model,model,@ModelClass,model:class,findNewResult,find:new:result,AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class,mapper.factory.MapperFactory,mapper:factory,@MapperFactory,mapper:factory,getMapper,get:mapper
model.view.controller.Model,model,@ModelClass,model:class,findNewResult,find:new:result,AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class,java.util.Arrays,arrays,java.util.Arrays,arrays,asList,as:list
model.view.controller.Model,model,@ModelClass,model:class,findNewResult,find:new:result,AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class,reduce.factory.ReducerFactoryImpl,reducer:factory:impl,@ReducerFactory,reducer:factory,reduce,reduce
model.view.controller.Model,model,@ModelClass,model:class,findNewResult,find:new:result,AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class,reduce.factory.ReducerFactoryImpl,reducer:factory:impl,@ReducerFactory,reducer:factory,getReducer,get:reducer
model.view.controller.Model,model,@ModelClass,model:class,findNewResult,find:new:result,AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class,model.view.controller.Model,model,@ModelClass,model:class,setResult,set:result
model.view.controller.Model,model,@ModelClass,model:class,findNewResultSum,find:new:result:sum,AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class,String,string,java.lang.String,string,split,split
model.view.controller.Model,model,@ModelClass,model:class,findNewResultSum,find:new:result:sum,AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class,java.util.Arrays,arrays,java.util.Arrays,arrays,asList,as:list
model.view.controller.Model,model,@ModelClass,model:class,findNewResultSum,find:new:result:sum,AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class,reduce.factory.ReducerFactoryImpl,reducer:factory:impl,@ReducerFactory,reducer:factory,reduce,reduce
model.view.controller.Model,model,@ModelClass,model:class,findNewResultSum,find:new:result:sum,AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class,reduce.factory.ReducerFactoryImpl,reducer:factory:impl,@ReducerFactory,reducer:factory,getReducer,get:reducer
model.view.controller.Model,model,@ModelClass,model:class,findNewResultSum,find:new:result:sum,AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class,model.view.controller.Model,model,@ModelClass,model:class,setResult,set:result
model.view.controller.Model,model,@ModelClass,model:class,setResult,set:result,AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class,java.beans.PropertyChangeEvent,property:change:event,java.beans.PropertyChangeEvent,property:change:event,PropertyChangeEvent,property:change:event
model.view.controller.Model,model,@ModelClass,model:class,setResult,set:result,AMapReduceTracer:AMapReduceTracer:@ModelClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class,java.beans.PropertyChangeSupport,property:change:support,java.beans.PropertyChangeSupport,property:change:support,firePropertyChange,fire:property:change
model.view.controller.View,view,@ViewClass,view:class,propertyChange,property:change,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,tracePropertyChange,trace:property:change
model.view.controller.Connect,connect,@StandAloneTokenCounter,stand:alone:token:counter,start,start,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener,model.view.controller.Model,model,@ModelClass,model:class,Model,model
model.view.controller.Connect,connect,@StandAloneTokenCounter,stand:alone:token:counter,start,start,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener,model.view.controller.View,view,@ViewClass,view:class,View,view
model.view.controller.Connect,connect,@StandAloneTokenCounter,stand:alone:token:counter,start,start,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener,model.view.controller.Model,model,@ModelClass,model:class,addPropertyChangeListener,add:property:change:listener
model.view.controller.Connect,connect,@StandAloneTokenCounter,stand:alone:token:counter,start,start,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener,model.view.controller.Controller,controller,@ControllerClass,controller:class,Controller,controller
model.view.controller.Connect,connect,@StandAloneTokenCounter,stand:alone:token:counter,start,start,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener,java.util.Scanner,scanner,java.util.Scanner,scanner,Scanner,scanner
model.view.controller.Connect,connect,@StandAloneTokenCounter,stand:alone:token:counter,start,start,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener,model.view.controller.Controller,controller,@ControllerClass,controller:class,gatherInputFromScanner,gather:input:from:scanner
model.view.controller.Connect,connect,@StandAloneTokenCounter,stand:alone:token:counter,main,main,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener,model.view.controller.Connect,connect,@StandAloneTokenCounter,stand:alone:token:counter,start,start
comp533.reducer.implementation.ReducerImpl,reducer:impl,@Reducer+@ReducerClass,reducer:reducer:class,reduce,reduce,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class,java.util.HashMap,hash:map,java.util.HashMap,hash:map,HashMap,hash:map
comp533.reducer.implementation.ReducerImpl,reducer:impl,@Reducer+@ReducerClass,reducer:reducer:class,reduce,reduce,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class,java.util.List,list,java.util.List,list,size,size
comp533.reducer.implementation.ReducerImpl,reducer:impl,@Reducer+@ReducerClass,reducer:reducer:class,reduce,reduce,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class,java.util.List,list,java.util.List,list,getKey,get:key
comp533.reducer.implementation.ReducerImpl,reducer:impl,@Reducer+@ReducerClass,reducer:reducer:class,reduce,reduce,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class,java.util.List,list,java.util.List,list,get,get
comp533.reducer.implementation.ReducerImpl,reducer:impl,@Reducer+@ReducerClass,reducer:reducer:class,reduce,reduce,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class,java.util.Map,map,java.util.Map,map,containsKey,contains:key
comp533.reducer.implementation.ReducerImpl,reducer:impl,@Reducer+@ReducerClass,reducer:reducer:class,reduce,reduce,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class,java.util.Map,map,java.util.Map,map,put,put
comp533.reducer.implementation.ReducerImpl,reducer:impl,@Reducer+@ReducerClass,reducer:reducer:class,reduce,reduce,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class,java.util.Map,map,java.util.Map,map,get,get
comp533.reducer.implementation.ReducerImpl,reducer:impl,@Reducer+@ReducerClass,reducer:reducer:class,reduce,reduce,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class,java.util.List,list,java.util.List,list,getValue,get:value
comp533.reducer.implementation.ReducerImpl,reducer:impl,@Reducer+@ReducerClass,reducer:reducer:class,reduce,reduce,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class,java.util.List,list,java.util.List,list,get,get
comp533.reducer.implementation.ReducerImpl,reducer:impl,@Reducer+@ReducerClass,reducer:reducer:class,reduce,reduce,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class,java.util.Map,map,java.util.Map,map,put,put
comp533.reducer.implementation.ReducerImpl,reducer:impl,@Reducer+@ReducerClass,reducer:reducer:class,reduce,reduce,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class,java.util.List,list,java.util.List,list,getValue,get:value
comp533.reducer.implementation.ReducerImpl,reducer:impl,@Reducer+@ReducerClass,reducer:reducer:class,reduce,reduce,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class,java.util.List,list,java.util.List,list,get,get
comp533.reducer.implementation.ReducerImpl,reducer:impl,@Reducer+@ReducerClass,reducer:reducer:class,reduce,reduce,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceReduce,trace:reduce
reduce.factory.ReducerFactoryImpl,reducer:factory:impl,@ReducerFactory,reducer:factory,setReducer,set:reducer,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class:a:map:reduce:tracer,comp533.reducer.implementation.ReducerImpl,reducer:impl,@Reducer+@ReducerClass,reducer:reducer:class,ReducerImpl,reducer:impl
reduce.factory.ReducerFactoryImpl,reducer:factory:impl,@ReducerFactory,reducer:factory,setReducer,set:reducer,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class:a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceSingletonChange,trace:singleton:change
reduce.factory.ReducerFactoryImpl,reducer:factory:impl,@ReducerFactory,reducer:factory,getReducer,get:reducer,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class:a:map:reduce:tracer,reduce.factory.ReducerFactoryImpl,reducer:factory:impl,@ReducerFactory,reducer:factory,setReducer,set:reducer
sum.mapper.MapperSumFactory,mapper:sum:factory,MapperSumFactory,mapper:sum:factory,setMapperSum,set:mapper:sum,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass:AMapReduceTracer:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class:a:map:reduce:tracer:a:map:reduce:tracer,comp533.assignment.mapper.SumMapperImpl,sum:mapper:impl,@IntSummingMapperClass,int:summing:mapper:class,SumMapperImpl,sum:mapper:impl
sum.mapper.MapperSumFactory,mapper:sum:factory,MapperSumFactory,mapper:sum:factory,setMapperSum,set:mapper:sum,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass:AMapReduceTracer:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class:a:map:reduce:tracer:a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceSingletonChange,trace:singleton:change
sum.mapper.MapperSumFactory,mapper:sum:factory,MapperSumFactory,mapper:sum:factory,setMapper,set:mapper,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass:AMapReduceTracer:AMapReduceTracer,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class:a:map:reduce:tracer:a:map:reduce:tracer,mapper.factory.MapperFactory,mapper:factory,@MapperFactory,mapper:factory,traceSingletonChange,trace:singleton:change
model.view.controller.Controller,controller,@ControllerClass,controller:class,gatherInputFromScanner,gather:input:from:scanner,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass:AMapReduceTracer:AMapReduceTracer:AMapReduceTracer:@ControllerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class:a:map:reduce:tracer:a:map:reduce:tracer:a:map:reduce:tracer:controller:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceNumbersPrompt,trace:numbers:prompt
model.view.controller.Controller,controller,@ControllerClass,controller:class,gatherInputFromScanner,gather:input:from:scanner,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass:AMapReduceTracer:AMapReduceTracer:AMapReduceTracer:@ControllerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class:a:map:reduce:tracer:a:map:reduce:tracer:a:map:reduce:tracer:controller:class,java.util.Scanner,scanner,java.util.Scanner,scanner,nextLine,next:line
model.view.controller.Controller,controller,@ControllerClass,controller:class,gatherInputFromScanner,gather:input:from:scanner,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass:AMapReduceTracer:AMapReduceTracer:AMapReduceTracer:@ControllerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class:a:map:reduce:tracer:a:map:reduce:tracer:a:map:reduce:tracer:controller:class,String,string,java.lang.String,string,equals,equals
model.view.controller.Controller,controller,@ControllerClass,controller:class,gatherInputFromScanner,gather:input:from:scanner,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass:AMapReduceTracer:AMapReduceTracer:AMapReduceTracer:@ControllerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class:a:map:reduce:tracer:a:map:reduce:tracer:a:map:reduce:tracer:controller:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceQuit,trace:quit
model.view.controller.Controller,controller,@ControllerClass,controller:class,gatherInputFromScanner,gather:input:from:scanner,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass:AMapReduceTracer:AMapReduceTracer:AMapReduceTracer:@ControllerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class:a:map:reduce:tracer:a:map:reduce:tracer:a:map:reduce:tracer:controller:class,model.view.controller.Model,model,@ModelClass,model:class,setInputString,set:input:string
model.view.controller.Controller,controller,@ControllerClass,controller:class,gatherInputFromScanner,gather:input:from:scanner,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass:AMapReduceTracer:AMapReduceTracer:AMapReduceTracer:@ControllerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class:a:map:reduce:tracer:a:map:reduce:tracer:a:map:reduce:tracer:controller:class,model.view.controller.Model,model,@ModelClass,model:class,findNewResultSum,find:new:result:sum
model.view.controller.Controller,controller,@ControllerClass,controller:class,gatherInputFromScanner,gather:input:from:scanner,AMapReduceTracer:AMapReduceTracer:@ModelClass:AMapReduceTracer:PropertyChangeListener:EventListener:AMapReduceTracer:@Reducer+@ReducerClass:AMapReduceTracer:AMapReduceTracer:AMapReduceTracer:@ControllerClass,a:map:reduce:tracer:a:map:reduce:tracer:model:class:a:map:reduce:tracer:property:change:listener:event:listener:a:map:reduce:tracer:reducer:reducer:class:a:map:reduce:tracer:a:map:reduce:tracer:a:map:reduce:tracer:controller:class,model.view.controller.Model,model,@ModelClass,model:class,findNewResult,find:new:result
